Heurist ID,Creator of the record,Checked,Corpus name,Corpus ID Number,Corpus ID numeric,SEG Number,Modern Location,Ancient Site,Ancient Site -  Region,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief Decoration,Architectural Relief,Figural Relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,6BC and more,5BC,4BC,3BC,2BC,1BC,1AD,2AD,3AD,4AD,5AD and more,Relative Roman,Undated,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet,Context epithet,Collective group names,Collective Identity Type,Collective identity Ethnicity,Geographic names,Total Geographic names,Imperial titulature,Currency,Person,Total people,Total names,Context Names,Community Context,
3361,"Ctibor, Jan *",Yes,IG Bulg 1(2),96,20096,,Varna,Odessos,Odessos,3846,POINT(27.9031277 43.2052384),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Floral motive,,,Yes,-420,-380,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Paidarche, child of Anthesterios, partner of, grandchild of,",1,1,Greek only,,
3362,"Ctibor, Jan *",Yes,IG Bulg 1(2),97,20097,,Varna,Odessos,Odessos,3846,POINT(27.8851676 43.2144813),1 Certain,"Acording to Mihailov found in the street ""Pleven"". ",No,N/A,No,Stone,Limestone,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,,,,Yes,-420,-380,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Klyte, child of Apollonios, partner of, grandchild of,",1,1,Greek only,,
3363,"Ctibor, Jan *",Yes,IG Bulg 1(2),98,20098,,Varna,Odessos,Odessos,3846,POINT(27.8861332 43.1891577),1 Certain,Found in the channel between the lake and the sea,No,N/A,No,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-420,-380,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Straton, child of Apollodoros, partner of, grandchild of,",1,1,Greek only,,
3364,"Ctibor, Jan *",Yes,IG Bulg 1(2),99,20099,,Varna,Odessos,Odessos,3846,POINT(27.9021835 43.2054261),2 Vicinity,Found in place called Belija vrah,No,N/A,No,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,-420,-380,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Herakleides, child of Apollonides, partner of, grandchild of,",1,1,Greek only,,
3365,"Ctibor, Jan *",Yes,IG Bulg 1(2),100,20100,,Varna,Odessos,Odessos,3846,POINT(27.9025269 43.2052384),2 Vicinity,"Found in the street called in 70s Červenoarmejska, formerly Ferdinand",No,N/A,No,Stone,Limestone,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,-420,-380,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Artemidoros, child of [?]ratinos, partner of, grandchild of,",1,2,Greek and Uncertain,,
3366,"Ctibor, Jan *",Yes,IG Bulg 1(2),"101, 403 bis",20101,,Varna,Odessos,Odessos,3846,POINT(27.902956 43.2049881),2 Vicinity,,No,N/A,No,Stone,Limestone,,Stele,7 Drawing,4 N/A,,,,,Yes,-420,-380,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Protagores, child of Akamas, partner of, grandchild of,",1,1,Greek only,,
3368,"Ctibor, Jan *",Yes,IG Bulg 1(2),101 bis,20101.2,,Varna,Odessos,Odessos,3846,POINT(27.9168624 43.2029462),1 Certain,,No,N/A,No,Stone,Limestone,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-420,-380,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Hipponax, child of Ariston, partner of, grandchild of,",1,1,Greek only,,
3465,"Janouchova, Petra *",Yes,I Aeg Thrace,486,10486,,Museum Xanthi,,,3831,POINT(24.8883247 41.1370375),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,-499,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Thrasymedes, child of Metron, partner of, grandchild of,",1,1,Greek only,,
3466,"Janouchova, Petra *",Yes,I Aeg Thrace,487,10487,,Komotini?,,,3832,POINT(25.4041672 41.1217801),4 Uncertain,Συλλογή Ιδρύματος Παπανικολάου Α 136,No,N/A,No,Stone,Other >,poros,Stele,9 Undeterminable,4 N/A,,,,,No,-499,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Undistinguishable,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Sopolides, child of Parmenon, partner of, grandchild of, Arinnas, child of Parmenon, partner of, grandchild of,",2,2,Greek only,,
6306,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"330, 5105",20330,,Nesebar,Mesambria,Mesambria,6172,POINT(27.6792812 42.6441874),2 Vicinity,"Found in the village called Ravda, but is to be attributed to Mesambria",No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental|2 Figural,Naiskos,Sitting woman|Standing person,,Yes,-420,-400,Not Roman,-5,,1,,,,,,,,,,,,Doric,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,None,,,,No,No,"Kallikrita, child of Hipparchos, partner of, grandchild of,",1,1,Greek only,,
6315,"Ctibor, Jan *",Yes,IG Bulg 1(2),"331, 403 ter",20331,,Nesebar,Mesambria,Mesambria,6172,POINT(27.7357578 42.6591486),4 Uncertain,Found in a tomb in a church. The stone is probably from any Ionic city. ,No,N/A,No,Stone,Other >,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Chryseis, child of, partner of Anthesterios, grandchild of,",1,1,Greek only,,
6341,"Ctibor, Jan *",Yes,IG Bulg 1(2),334 octies,20334.8,,Nesebar,Mesambria,Mesambria,6172,POINT(27.7230549 42.6603479),2 Vicinity,,No,N/A,No,Stone,Limestone,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-500,-400,Not Roman,-5,,1,,,,,,,,,,,,Doric,No,Prose,,Irregular,Private,,Funerary,,2,"Eleutheros,",,,,,,,None,,,,No,No,"Gnoma, child of, partner of, grandchild of,",1,1,Greek only,,
8097,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"398, 5139",20398,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6937437 42.4186728),2 Vicinity,,No,N/A,No,Stone,Limestone,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Public,Religious/Ritual,,,2,,,,"Ge,","Chthonios,",Regional,,None,,,,No,No,,0,0,No Name,,
8363,"Ctibor, Jan *",Yes,IG Bulg 1(2),405 bis,20405.2,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6937437 42.4149342),2 Vicinity,Found in one of the ex-necropolis outside the city...,No,Funerary,Yes,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Hekatonassa, child of Herodoros, partner of, grandchild of,",1,1,Greek only,,
8365,"Ctibor, Jan *",Yes,IG Bulg 1(2),406,20406,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6941729 42.4238525),2 Vicinity,,No,N/A,No,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Parmis, child of Metrodoros, partner of, grandchild of,",1,1,Greek only,,
8367,"Ctibor, Jan *",Yes,IG Bulg 1(2),407,20407,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6936364 42.4232506),2 Vicinity,,No,N/A,No,Stone,Other >,Sandstone,Stele,7 Drawing,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Anthesterios, child of Artemidoros, partner of, grandchild of,",1,1,Greek only,,
8396,"Ctibor, Jan *",Yes,IG Bulg 1(2),408,20408,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6931858 42.4219676),3 Region,"Found built into the wall of St. Cyril and Methodius street in Sozopol, Info from Giuzelev, M. 2001, Ancient Funerary Monuments at Sozopol Archaeological Museum",Yes,Secondary,No,Stone,Marble,,Stele,7 Drawing,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Kallias, child of Kratippos, partner of, grandchild of,",1,1,Greek only,,
8398,"Ctibor, Jan * Kobierska, Marketa *",Yes,IG Bulg 1(2),"409, 5143 bis",20409,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6933146 42.420637),2 Vicinity,,No,N/A,No,Stone,,,Stele,7 Drawing,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Eirenaios, child of Athenaios, partner of, grandchild of,",1,1,Greek only,,
8400,"Ctibor, Jan *",Yes,IG Bulg 1(2),409 bis,20409.2,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6938725 42.4130649),2 Vicinity,Found in one of the necropolis outside the city,No,Funerary,Yes,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-400,Not Roman,-5,,1,,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Balaikon, child of Harmodios, partner of, grandchild of,",1,1,Greek only,,
8403,"Ctibor, Jan *",Yes,IG Bulg 1(2),409 ter,20409.3,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6924133 42.419845),2 Vicinity,Found in one of the ancient necropoleis,No,N/A,No,Stone,Limestone,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Koiranos, child of Apollas, partner of, grandchild of,",1,1,Greek only,,
8405,"Ctibor, Jan *",Yes,IG Bulg 1(2),410,20410,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6932716 42.4216191),2 Vicinity,,No,N/A,No,Stone,,,Stele,7 Drawing,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Arkesilaos, child of Mnesinos, partner of, grandchild of,",1,1,Greek only,,
8408,"Ctibor, Jan *",Yes,IG Bulg 1(2),410 bis,20410.2,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6949024 42.4142689),2 Vicinity,Found in one of the necropoleis outside the city,No,N/A,No,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Hegesileos, child of Hegesidemos, partner of, grandchild of,",1,1,Greek only,,
8666,"Ctibor, Jan *",Yes,IG Bulg 1(2),411,20411,,Sozopol,Apollonia,Apollonia,8044,POINT(27.693572 42.4224111),2 Vicinity,,No,N/A,No,Stone,Other >,sandstone,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Lampre, child of, partner of Telesenor, grandchild of,",1,1,Greek only,,
8668,"Ctibor, Jan *",Yes,IG Bulg 1(2),412,20412,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6931858 42.4206687),2 Vicinity,,No,N/A,No,Stone,Limestone,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,None,,,,No,No,"Filtate, child of Apollonides, partner of, grandchild of,",1,1,Greek only,,
8670,"Ctibor, Jan *",Yes,IG Bulg 1(2),413,20413,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6929283 42.4213023),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Brithagore, child of Pythagoras, partner of, grandchild of,",1,1,Greek only,,
8672,"Ctibor, Jan *",Yes,IG Bulg 1(2),414,20414,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6933575 42.4195915),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Menalkes, child of Dioskorides, partner of, grandchild of,",1,1,Greek only,,
8674,"Ctibor, Jan *",Yes,IG Bulg 1(2),415,20415,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6934862 42.4210172),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,7 Drawing,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Ada, child of, partner of Hefaist[?], grandchild of,",1,1,Greek only,,
8678,"Ctibor, Jan *",Yes,IG Bulg 1(2),416,20416,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7043438 42.4081536),1 Certain,"Found in a necropolis, in the place Kalfata",No,Funerary,Yes,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Heroxenos, child of Zopyros, partner of, Phygeleus, grandchild of,",1,1,Greek only,,
8681,"Ctibor, Jan *",Yes,IG Bulg 1(2),417,20417,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7044726 42.4108786),1 Certain,Found in a necropolis in the suburb Kalfata,No,Funerary,Yes,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Metrobie, child of Diomandros, partner of, grandchild of,",1,1,Greek only,,
8683,"Ctibor, Jan *",Yes,IG Bulg 1(2),418,20418,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7044296 42.4103716),1 Certain,"Found in the suburb Kalfata, necropolis",No,Funerary,Yes,Stone,Limestone,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Skylle, child of Artemidoros, partner of, grandchild of,",1,1,Greek only,,
8685,"Ctibor, Jan *",Yes,IG Bulg 1(2),419,20419,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7030564 42.412051),1 Certain,Found in the necropolis in the suburb Kalfata,No,Funerary,Yes,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Megakles, child of Megakles, partner of, grandchild of,",1,1,Greek only,,
8687,"Ctibor, Jan *",Yes,IG Bulg 1(2),420,20420,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7017259 42.4123679),1 Certain,Found in the necropolis in the suburb Kalfata,No,Funerary,Yes,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Parmis, child of Androklos, partner of, grandchild of,",1,1,Greek only,,
8748,"Ctibor, Jan *",Yes,IG Bulg 1(2),421,20421,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7037429 42.4094528),1 Certain,Found in the necropolis in the suburb Kalfata,No,Funerary,Yes,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Zerkion, child of Herodoros, partner of, grandchild of,",1,1,Greek only,,
8750,"Ctibor, Jan *",Yes,IG Bulg 1(2),421 bis,20421.2,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7109098 42.4063474),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Theomnestos, child of Anaxagoras, partner of, grandchild of,",1,1,Greek only,,
8752,"Ctibor, Jan *",Yes,IG Bulg 1(2),422,20422,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6928639 42.4206053),3 Region,"Found near the city gate, in a factory. necropolis",Yes,Secondary,Yes,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Alpale, child of Anthesterios, partner of, grandchild of,",1,1,Greek only,,
8754,"Ctibor, Jan *",Yes,IG Bulg 1(2),422 bis,20422,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6857185 42.4064742),3 Region,"Found near the road to Burgas, near the factory called Vinprom. Had been used to build a tomb.",Yes,Secondary,No,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Athenaios, child of Alpales, partner of, grandchild of,",1,1,Greek only,,
8773,"Ctibor, Jan *",Yes,IG Bulg 1(2),424,20424,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6988077 42.4153461),1 Certain,Found in an ancient necropolis in suburb called Harmanite.,No,Funerary,Yes,Stone,Limestone,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Ion, child of Eufemos, partner of, grandchild of,",1,1,Greek only,,
8775,"Ctibor, Jan *",Yes,IG Bulg 1(2),425,20425,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7058459 42.4080585),1 Certain,"Found in an ancient necropolis Kalfata, Apollonia no. 1141, grave 555, child burial, 2 tiles, secondary use as a grave marker, inhumation",No,Funerary,Yes,Stone,Other >,Sandstone,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Floral motive,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Anaxagore, child of Akesaios, partner of, grandchild of,",1,1,Greek only,,
8777,"Ctibor, Jan *",Yes,IG Bulg 1(2),426,20426,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7029276 42.4096429),1 Certain,"Found in an ancient necropolis Kalfata, no. 1142, near grave 63, 2nd half 4 th c. BC, 2 tiles, inhumation",No,Funerary,Yes,Stone,Other >,Sandstone,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Themistagore, child of Apsinthios, partner of, grandchild of,",1,1,Greek only,,
8779,"Ctibor, Jan *",Yes,IG Bulg 1(2),427,20427,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7025843 42.4109737),1 Certain,"Found in an ancient necropolis Kalfata, no. 1143, near grave 192, child burial, red colour in the lettering, mistakenly assocated withgrave 193 by author of Apollonia publication ",No,Funerary,Yes,Stone,Other >,Sandstone,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Faniche, child of Polyarchos, partner of, grandchild of,",1,1,Greek only,,
8781,"Ctibor, Jan *",Yes,IG Bulg 1(2),428,20428,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7030993 42.4113539),1 Certain,"Found in an ancient necropolis Kalfata, no. 1144, near grave 193, redfigure lekythos, inhumation, and inscription 1144 with the text ΕΛΕΟΣΙ ΔΙΟΝΥΣΙΟ ΜΑΜ, 3/4 5th c. BC, mistakenly assocated withgrave 192 by author of Apollonia publication ",No,Funerary,Yes,Stone,Other >,Sandstone,Stele,2 Slightly damaged,2 Painted,,,,"The letters was painted with red colour, of which there are rests.",Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Eleosini[os/e], child of Dionysomandros, partner of, grandchild of,",1,1,Greek only,,
8784,"Ctibor, Jan *",Yes,IG Bulg 1(2),429,20429,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7027131 42.4102132),1 Certain,"Found in an ancient necropolis Kalfata, no. 1145, near grave 664 and 657, fragments of red fabric vase, together with no. 1146, inhumation ",No,Funerary,Yes,Stone,Other >,Sandstone,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,4,,,,,,,,None,,,,No,No,"Parmis, child of Megakles, partner of, grandchild of, Eokleides, child of Megakles, partner of, grandchild of,",2,2,Greek only,,
8787,"Ctibor, Jan *",Yes,IG Bulg 1(2),430,20430,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7029705 42.409231),1 Certain,"Found in an ancient necropolis Kalfata, no. 1146, near the grave 664 and 657, fragments of red fabric pottery, together with no. 1145, inhumation",No,Funerary,Yes,Stone,Other >,Sandstone,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,!!! Nejsem si zcela jist těmi jmény - kolik to je vlastně osob,3,,,,,,,,None,,,,No,No,"Paibine, child of Hermais, partner of, grandchild of, child of Hermais, partner of, grandchild of,",2,2,Greek and Thracian,,
8790,"Ctibor, Jan *",Yes,IG Bulg 1(2),431,20431,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7023697 42.4107519),1 Certain,"Found in an ancient necropolis Kalfata, no. 1147, near grave 194, inhumation ",No,Funerary,Yes,Stone,Other >,Sandstone,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,None,,,,No,No,"Eleusis, child of Anthesterios, partner of, grandchild of,",1,1,Greek only,,
8792,"Ctibor, Jan *",Yes,IG Bulg 1(2),432,20432,,Sozopol,Apollonia,Apollonia,8044,POINT(27.70473 42.4093577),1 Certain,"Necropolis Kalfata, no. 1148, not far from the grave no. 368, cist grave with amphoras placed in a circle around it, 27 amphors with mouth facing out of the circle, 7 m diameter around the grave, fragment of bronze strigil inside and grey clay vase inside the grave. inhumation",No,Funerary,Yes,Stone,Other >,Sandstone,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Apatorios, child of Lydos, partner of, grandchild of,",1,1,Greek only,,
8795,"Ctibor, Jan *",Yes,IG Bulg 1(2),433,20433,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7032709 42.4075198),1 Certain,"Necropolis Kalfata, no. 1149, inhumation, near grave 476",No,Funerary,Yes,Stone,,,Stele,1 Intact,1 Relief|2 Painted,1 Architectural / Ornamental,Naiskos|Floral motive,,"""in acroteriis palma et semipalma",Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Posideios, child of Ampelorgos, partner of, grandchild of,",1,1,Greek only,,
8797,"Ctibor, Jan *",Yes,IG Bulg 1(2),434 bis,20434.2,,Sozopol,Apollonia,Apollonia,8044,POINT(27.6858044 42.4069495),2 Vicinity,"Found near the road to Burgas, near the factory called Vinprom.",No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Apollas, child of Hefaistios, partner of, grandchild of,",1,1,Greek only,,
8799,"Ctibor, Jan *",Yes,IG Bulg 1(2),434,20434,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7033997 42.4094845),1 Certain,"Found in an ancient necropolis Kalfata, no. 1150, inhumation, near grave 539",No,Funerary,Yes,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Papon, child of Apatorios, partner of, grandchild of,",1,1,Greek only,,
8801,"Ctibor, Jan *",Yes,IG Bulg 1(2),435,20435,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7044296 42.408312),1 Certain,Found in an ancient necropolis Kalfata,No,Funerary,Yes,Stone,Other >,Sandstone,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Megistes, child of Alkandros, partner of, grandchild of,",1,1,Greek only,,
8804,"Ctibor, Jan *",Yes,IG Bulg 1(2),436,20436,,Sozopol,Apollonia,Apollonia,8044,POINT(27.7019834 42.4100864),1 Certain,Found in an ancient necropolis Kalfata,No,Funerary,Yes,Stone,Other >,Sandstone,Stele,1 Intact,4 N/A,,,,,Yes,-500,-300,Not Roman,-5|-4,,0.5,0.5,,,,,,,,,,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,None,,,,No,No,"Aristomachos, child of Hekataios, partner of, grandchild of,",1,1,Greek only,,
