Record ID	Creator of the record ID 	Creator of the record	Checked	Corpus name	Corpus ID number	Corpus ID numeric	SEG number	Location > ID 	Location >	Geolocation	Position certainty	Geography notes	Reuse	Archaeological context	Mound	Material category	Stone	Origin of stone	Object category	Preservation	Decoration	Relief decoration	Architectural relief	Figural relief	Decoration notes	Visual record availability	Start Year	End Year	Relative Date	Century	Dialect	Latin	Language form	Script	Layout	Document typology	Public documents	Private documents	Document typology notes	Extent of lines	Administrative keywords ID 	Administrative keywords	Formulaic keywords ID 	Formulaic keywords	Honorific keywords ID 	Honorific keywords	Religious keywords ID 	Religious keywords	Epithet > ID 	Epithet >	Collective group names ID 	Collective group names	Geographic names ID 	Geographic names	Imperial titulature	Currency	Person > ID 	Person >	Visual documentation
6442	1792	Ctibor, Jan	Yes	IG Bulg 1(2)	341	20341		6172	Nesebar - Mesambria - Mesambria	p POINT(27.7360153 42.6588961)	2 Vicinity	Found in the ancient necropolis	No	Funerary	Yes	Stone	Marble		Stele	3 Heavily damaged	1 Relief	1 Architectural / Ornamental	Naiskos|Floral motive			Yes	-300	-100	Not Roman	-3|-2	Doric	No	Prose		Irregular	Private		Funerary		2	1821	Demos	1919	Chaire						No	No								
6445	1792|1793	Ctibor, Jan|Kobierska, Marketa	Yes	IG Bulg 1(2)	343|5115	20343		6172	Nesebar - Mesambria - Mesambria	p POINT(27.7227116 42.6602847)	2 Vicinity		No	N/A	No	Stone			Stele	1 Intact	1 Relief	2 Figural		Horse   rider|Standing person		Yes	-300	-200	Not Roman	-3		No	Prose		Irregular	Private		Funerary		1		1919	Chaire						No	No	6446	Hellen, child of Hellen, partner of, grandchild of							
6456	1792|1793	Ctibor, Jan|Kobierska, Marketa	Yes	IG Bulg 1(2)	343 septies|5117	20343.7		6172	Nesebar - Mesambria - Mesambria	p POINT(27.7235699 42.6600323)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	1 Architectural / Ornamental	Naiskos			Yes	-300	-100	Not Roman	-3|-2	Doric	No	Verse		Irregular	Private		Funerary		9		1919	Chaire						No	No	6458	Nausistratos, child of Herakleidas, partner of, grandchild of							
14869	2	Janouchova, Petra	Yes	IK Byzantion	348	95348		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9665699 41.0094389)	3 Region	found in the territory of modern Istanbul	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental			Akroterion	No	-338	-30	Not Roman	-4|-3|-2|-1		No	Prose		Irregular	Private		Funerary		4		1919	Chaire						No	No	15465	Chrysion, child of Epikrates, partner of Krateros, Herakleotes, grandchild of							
15976	2	Janouchova, Petra	Yes	Other	Velkov 2005 44	100240		6172	Nesebar - Mesambria - Mesambria	p POINT(27.7218533 42.6607266)	2 Vicinity	V.Velkov, in Nessèbre III: In memoriam Jeannae Čimbuleva (Burgas 2005) 159-193 (ph.)	No	N/A	No	Stone	Marble		Stele	4 Almost destroyed	4 N/A					No	-350	-30	Not Roman	-4|-3|-2|-1		No	Prose		Irregular	Private		Funerary		2		1919	Chaire						No	No									
15982	2	Janouchova, Petra	Yes	Other	Velkov 2005 45	100241		6172	Nesebar - Mesambria - Mesambria	p POINT(27.7209091 42.6602216)	2 Vicinity	V.Velkov, in Nessèbre III: In memoriam Jeannae Čimbuleva (Burgas 2005) 159-193 (ph.)	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	4 N/A					Yes	-350	-30	Not Roman	-4|-3|-2|-1		No	Prose		Irregular	Private				1		1919	Chaire						No	No									
2404	2	Janouchova, Petra	Yes	I Aeg Thrace	63	10063		3767	Abdera - Abdera - Abdera	p POINT(24.9732542 40.9337627)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	1 Architectural / Ornamental	Architectural moulding			Yes	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		3		1919	Chaire						No	No	3932	Nikias, child of Melon, partner of, grandchild of							
2405	2	Janouchova, Petra	Yes	I Aeg Thrace	64	10064	47:1032	3767	Abdera - Abdera - Abdera	p POINT(24.9732327 40.9336654)	3 Region	Ed.pr. D.Triantaphyllos, AD 47 B2 (1992) [1997] 499/500 and AD 48 B2 (1993) [1998] 403/404 (text in majuscules).	Yes	Secondary	No	Stone	Marble		Architectural feature	2 Slightly damaged	1 Relief	1 Architectural / Ornamental	Column			Yes	-99	99	Roman	-1|1		No	Prose		Irregular	Private		Funerary		3		1919	Chaire						No	No	3933	Beisoulas, child of Artemidoros, partner of, grandchild of							
2406	2	Janouchova, Petra	Yes	I Aeg Thrace	65	10065		3767	Abdera - Abdera - Abdera	p POINT(24.9735332 40.9337627)	3 Region		Yes	Secondary	No	Stone	Marble	Thasos	Stele	2 Slightly damaged	1 Relief	2 Figural	Architectural moulding	Horse   rider		Yes	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		1		1919	Chaire		1878	heros				No	No								
2878	2	Janouchova, Petra	Yes	I Aeg Thrace	303	10303		3789	Maroneia - Maroneia - Maroneia	p POINT(25.5104256 40.8780235)	3 Region		Yes	Secondary	Yes	Stone	Marble		Stele	3 Heavily damaged	4 N/A					Yes	-99	99	Roman	-1|1		No	Prose		Irregular	Private		Funerary		3		1919	Chaire						No	No	4573	Beroneike, child of Fileros, partner of, grandchild of							
14444	2	Janouchova, Petra	Yes	IK Byzantion	87	95087		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9663124 41.0096332)	1 Certain	Beyazit	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Floral motive		Akroterion	No	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		2		1919	Chaire						No	No	14446	Aischra, child of Epinikos, partner of, grandchild of							
14457	2	Janouchova, Petra	Yes	IK Byzantion	91	95091		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9688873 41.0096332)	1 Certain	Beyazit	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental|2 Figural	Floral motive	Standing person	Akroterion	No	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary|Dedicatory	slave fun. inscription/dedication	2		1919	Chaire						No	No	14459|14460	Hermias, Egnatios, child of, partner of, grandchild of|Aulos, child of, partner of, grandchild of							
14530	2	Janouchova, Petra	Yes	IK Byzantion	117	95117		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9663982 41.009698)	2 Vicinity	Beyazit	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural				No	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		2		1919	Chaire						No	No	14534	Nemerios, Kaios, Skeua, child of Nemerios, partner of, grandchild of							
14621	2	Janouchova, Petra	Yes	IK Byzantion	137	95137		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9657974 41.009698)	1 Certain	Beyazit	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural				No	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		3		1919	Chaire						No	No	15021|9962	Unknown, child of Moschion, partner of, grandchild of|Bassos, child of, partner of, grandchild of							
14642	2	Janouchova, Petra	Yes	IK Byzantion	159	95159		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9570427 41.0149439)	3 Region		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural				No	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		1		1919	Chaire						No	No									
14685	2	Janouchova, Petra	Yes	IK Byzantion	200	95200		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9521503 41.0150087)	2 Vicinity	private collection	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural				No	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		1		1919	Chaire						No	No	15134	Apollonios, child of Filon, partner of, grandchild of							
14804	2	Janouchova, Petra	Yes	IK Byzantion	284	95284		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9679432 41.008856)	1 Certain	Beyazit	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural				No	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		1		1919	Chaire						No	No	15321	Theodotos, child of Menefron, partner of, grandchild of							
14824	2	Janouchova, Petra	Yes	IK Byzantion	304	95304	58:684	14192	Istanbul - Byzantion - Byzantion	p POINT(28.9672565 41.0085969)	1 Certain	Beyazit	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural			Rectangular white marble stele; in a large recessed niche a relief representing a banquet scene: a man clad in chiton and himation lying on a kline and holding a wreath in his outstretched right hand, and a cup in his left hand; at left a woman seated on a chair (chiton; himation; veiled head); small figures of a female and male servant at left and right, respectively; in front of the kline a tripod with food; in the upper right corner a window showing a serpent 1;	No	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		1		1919	Chaire						No	No	15363	Lykinos, child of Aristeides, partner of, grandchild of							
14872	2	Janouchova, Petra	Yes	IK Byzantion	351	95351		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9678574 41.0092446)	4 Uncertain		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental			Akroterion	No	-99	-1	Not Roman	-1		No	Prose		Irregular	Private		Funerary		1		1919	Chaire						No	No	15470	Affe, child of Asteas, partner of, grandchild of							
16530	2	Janouchova, Petra	Yes	Other	SEG 50:667ter	100385	50:667ter	11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.95484 40.969332)	4 Uncertain	Framed marble plaque broken at top left and bottom; unknown provenance, now in the collection of the Sadberk Hanim Museum in Istanbul. Ed.pr. M.H.Sayar, art.cit (cf. SEG 50 666bis) 30/31 no. 6 (ph., English translation), who attributes it to Herakleia/Perinthos because of the use of the term λατόμιν. Cf. SEG 50 668.	No	N/A	No	Stone	Marble		Stele	9 Undeterminable	4 N/A					No	1	199	Roman	1|2		No	Prose		Irregular	Private		Funerary		12		1919|1930	Chaire|Parodita,Parodeita						No	No	7572	Hermione, child of, partner of, grandchild of							
2408	2	Janouchova, Petra	Yes	I Aeg Thrace	66	10066		3767	Abdera - Abdera - Abdera	p POINT(24.9715805 40.9344922)	2 Vicinity		No	Habitation	No	Stone	Marble		Stele	4 Almost destroyed	4 N/A					Yes	1	199	Roman	1|2		No	Prose		Irregular	Private		Funerary		2		1919	Chaire						No	No									
2443	2	Janouchova, Petra	Yes	I Aeg Thrace	81	10081		3771	Porto Lagos - - Abdera	p POINT(25.1098108 41.0137296)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	4 Almost destroyed	4 N/A					Yes	1	99	Roman	1		No	Prose		Irregular	Private		Funerary		1		1919	Chaire						No	No	3971	Unknown, child of Poseidonios, partner of, grandchild of							
2877	2	Janouchova, Petra	Yes	I Aeg Thrace	302	10302		3789	Maroneia - Maroneia - Maroneia	p POINT(25.5085373 40.8800352)	1 Certain		No	N/A	No	Stone	Marble		Stele	3 Heavily damaged	4 N/A					Yes	1	99	Roman	1		No	Prose		Irregular	Private		Funerary		5		1919	Chaire		1878	heros				No	No	4571|4572	Dionysios, child of Dorion, partner of, grandchild of|Dionysia, child of Melanippides, partner of Dionysios, grandchild of						
2880	2	Janouchova, Petra	Yes	I Aeg Thrace	304	10304		3789	Maroneia - Maroneia - Maroneia	p POINT(25.5087948 40.8794512)	1 Certain		No	N/A	No	Stone	Marble		Stele	3 Heavily damaged	1 Relief	1 Architectural / Ornamental	Floral motive			Yes	1	199	Roman	1|2		No	Prose		Irregular	Private		Funerary		3		1919	Chaire						No	No	4574	Eufrosyne, child of, partner of, grandchild of							
11608	2	Janouchova, Petra	Yes	IG Bulg 5	5661	75661	47:1059	11605	Dereköy - - Bizye	p POINT(27.3670824 41.9319392)	3 Region	reused in the church nearby	Yes	Secondary	No	Stone	Marble		Stele	7 Drawing	4 N/A				transcription	No	1	284	Roman	1|2|3		No	Prose	Roman style	Irregular	Private		Funerary		4		1930|1919|1921|1927	Parodita,Parodeita|Chaire|Charin|Mnema,Mneme						No	No									
13752	1793	Kobierska, Marketa	Yes	IG Bulg 5	5780	75780	47:1085	9659	Kyustendil - Pautalia - Pautalia	p POINT(22.6933122 42.2874689)	1 Certain		No	N/A	No	Stone			Stele	8 Lost	4 N/A					No	1	284	Roman	1|2|3		No	Prose	Roman style	Irregular	Private		Funerary		8		1919|1930|1916	Chaire|Parodita,Parodeita|Epoiesen						No	No	13753|13754|4796	Apollonios, child of Teimotheos, partner of, grandchild of|Teimotheos, child of Teimotheos, partner of, grandchild of|Agathon, child of, partner of, grandchild of							
13861	1793	Kobierska, Marketa	Yes	IG Bulg 5	5925	75925	47:1107	11364	Unknown - - Vallis Strimonis medii	p POINT(23.2896423 41.4391876)	3 Region	Fragment (no further description) known from the ph. of a squeeze preserved in the archive of D.Dečev; found somewhere in the Strymon valley (perhaps at Parthicopolis). Ed.pr. in IGBulg V 5925 (ph.).	No	N/A	No	Stone			Stele	5 Squeeze	1 Relief					Yes	1	284	Roman	1|2|3		No	Prose		Irregular	Private		Funerary		20	1828|2301	Gerousia|Argyrotamias	1919	Chaire		1875|1864|1876	Hera|Asklepius|Heracles				No	Yes	13862	Demetrios, child of Asklepas, partner of, grandchild of					
12328	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	89	80089		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9538965 40.9725108)	1 Certain	Near the NW corner of the city walls	No	N/A	No	Stone	Marble		Other	1 Intact	4 N/A				Sarcophagus	No	1	200	Roman	1|2		No	Prose	Roman style	Irregular	Private		Funerary		7	3563|1846|12367	Kaisar|Polis|Fiskos	4879|1920	Etheke|Chairete						No	Yes	12368|12369|12371	Gaios, Ioulios, Ioulianos, child of, partner of, grandchild of|Ioulianos, child of Ioulianos, partner of, grandchild of|Aiterniane, child of Ioulianos, partner of, grandchild of						
12375	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	91	80091		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9578876 40.9674559)	2 Vicinity		No	N/A	No	Stone			Other	9 Undeterminable	4 N/A				Sarcophagus	No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		4		1919|1930|4879	Chaire|Parodita,Parodeita|Etheke						No	No	12377	Titos, Flabios (Flaouios, Flavios), Sekoundos, child of, partner of, Perinthioi, grandchild of							
12378	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	92	80092		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9574585 40.9659004)	2 Vicinity	"""1/2 hour east of Eregli"" "	No	N/A	No	Stone	Marble		Other	7 Drawing	1 Relief	2 Figural|1 Architectural / Ornamental	Geometric motive|Floral motive	Other > notes	Sarcophagus; in the relief: girlands, heads of Meduse, Hermes Psychopompos	Yes	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		11	1846	Polis	4879|1919|1930	Etheke|Chaire|Parodita,Parodeita						No	Yes	12391|12392|12393	Damas, child of Damas, partner of Theodora, grandchild of|Theodora, child of Papias, partner of Damas, grandchild of|Krispos, child of Papias, partner of, grandchild of						
12379	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	93	80093		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9542828 40.9715387)	1 Certain	Near the NW corner of the city walls	No	N/A	No	Stone	Marble		Other	1 Intact	4 N/A					No	1	200	Roman	1|2		No	Prose	Roman style	Irregular	Private		Funerary		8		4879|1919|1930	Etheke|Chaire|Parodita,Parodeita						No	No	12395|12396	Chrestos, child of Agathodoros, partner of Kosmia, grandchild of|Kosmia, child of Apollonios, partner of Chrestos, grandchild of							
12380	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	94	80094		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9549694 40.9711499)	1 Certain	Near the NW corner of the city walls	No	N/A	No	Stone	Marble		Other	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Floral motive		Sarcophagus	No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		11		4879|1919|1930	Etheke|Chaire|Parodita,Parodeita						No	No	12398|12399	Chrestos, child of Agathodoros, partner of Moschis, grandchild of|Moschis, child of Alexandros, partner of Chrestos, grandchild of							
12381	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	95	80095		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9542828 40.9716683)	1 Certain	Near the NW corner of the city walls	No	N/A	No	Stone	Marble		Other	1 Intact	4 N/A				Sarchophagus	No	1	200	Roman	1|2		No	Prose	Roman style	Irregular	Private		Funerary		10	1846|12367	Polis|Fiskos	4879|1919	Etheke|Chaire						No	Yes	12400|12402|12404	Markos, Ioulios, Severos (Seueros, Seberos, Seoueros), child of, partner of Foulbia, grandchild of|Markos, Ioulios, Satorneinos, child of Severos (Seueros, Seberos, Seoueros), partner of, grandchild of|Foulbia, Satorneina, child of, partner of Severos (Seueros, Seberos, Seoueros), grandchild of						
12382	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	96	80096		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9596043 40.9677799)	1 Certain	Found in the city park	No	N/A	No	Stone	Marble		Other	1 Intact	4 N/A				Sarcophagus	No	1	200	Roman	1|2		No	Prose	Roman style	Irregular	Private		Funerary		7		4879|1919|1930	Etheke|Chaire|Parodita,Parodeita						No	No	12406|12407	Gaios, Naimonios, Elpideforos, child of, partner of Tertia, grandchild of|Tertia, child of Gauros, partner of Elpideforos, grandchild of							
12384	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	98	80098		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9525661 40.9725108)	1 Certain	cca 200m NW of city walls	No	N/A	No	Stone	Marble		Other	1 Intact	1 Relief	1 Architectural / Ornamental	Floral motive		Sarcophagus	No	1	200	Roman	1|2		No	Prose	Roman style	Irregular	Private		Funerary		5		4879|1919|1930	Etheke|Chaire|Parodita,Parodeita						No	No	12413|12414	Trophimos, child of Maxima, partner of, grandchild of Tyrannis|Tyrannis, child of, partner of, grandchild of							
12385	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	99	80099		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9589176 40.9677151)	2 Vicinity		No	N/A	No	Stone	Marble		Other	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Floral motive		Sarcophagus	No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		6		1919|1930	Chaire|Parodita,Parodeita						No	No	12417	Bolosia, Drosis, child of, partner of Unknown, grandchild of							
12447	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	112	80112		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9584885 40.9675855)	2 Vicinity		No	N/A	No	Stone			Other	9 Undeterminable	4 N/A				Sarcophagus	No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		4		1919|1930|4879|3441|1921	Chaire|Parodita,Parodeita|Etheke|Mneias|Charin						No	No	12466	Ioubenios/Iouvenios, Hermes, child of, partner of, grandchild of							
12470	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	121	80121		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9588318 40.9676503)	2 Vicinity		No	N/A	No	Stone	Marble		Architectural feature	1 Intact	1 Relief	1 Architectural / Ornamental	Floral motive|Altar		Funereal altar	Yes	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		5	12477	Pragmatikos	1919	Chaire						No	No	12478	Markos, Apoustios, Agrippas, child of, partner of, grandchild of						
12471	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	122	80122		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9588318 40.9676503)	2 Vicinity		No	N/A	No	Stone	Marble		Architectural feature	9 Undeterminable	4 N/A				Funereal altar	Yes	1	200	Roman	1|2		No	Prose	Roman style	Irregular	Private		Funerary		6		4879|3441|1921|1919|1930	Etheke|Mneias|Charin|Chaire|Parodita,Parodeita						No	No	12479|12481	Asklepiades, child of Gauros, partner of Epiktesis, grandchild of|Epiktesis, child of Asklepion, partner of Asklepiades, grandchild of							
12472	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	123	80123		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9585743 40.9819067)	1 Certain	found in the northen necropolis	No	N/A	No	Stone	Marble		Architectural feature	9 Undeterminable	1 Relief	1 Architectural / Ornamental			Funeral altar	No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		7	1827|1846	Fyle|Polis	1919|1930	Chaire|Parodita,Parodeita						No	Yes	12483|12484	Chrestos, child of Chrestos, partner of Herakleia, grandchild of|Herakleia, child of, partner of Chrestos, grandchild of						
12513	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	132	80132		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9598618 40.9672614)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	1 Architectural / Ornamental|2 Figural	Naiskos	Standing person	Scene from a butcher's shop	Yes	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		9		1924|1933|1920|1919|1930	Kateskeuasen|Stele|Chairete|Chaire|Parodita,Parodeita						No	No	12514|12515	Alexandros, child of Diotimos, partner of Athenais, grandchild of|Athenais, child of, partner of Alexandros, grandchild of							
12535	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	136	80136		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9591751 40.967067)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	4 N/A					No	1	200	Roman	1|2		No	Prose	Roman style	Irregular	Private		Funerary		12	12353	Tameion	1933|1927|1921|1919|1930	Stele|Mnema,Mneme|Charin|Chaire|Parodita,Parodeita						No	Yes	12523|12526|12527	Bassia, Ploteina, child of, partner of Lousios, grandchild of|Lousios, Melikertes, child of, partner of Bassia, grandchild of|Bassia, Fausteina, child of Bassia, partner of, grandchild of						
12537	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	138	80138		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9591751 40.967067)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Naiskos			No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		9	1846	Polis	1924|1919|1930	Kateskeuasen|Chaire|Parodita,Parodeita						No	Yes	12547|12549	Klaudios, Agrippas, child of, partner of, grandchild of|Klaudia, Sebera, child of Klaudios, partner of, grandchild of						
12542	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	143	80143		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9591751 40.967067)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	1 Intact	1 Relief	1 Architectural / Ornamental|2 Figural	Floral motive	Animal	Bird	Yes	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		8		1920|1930|1927|1921|1933	Chairete|Parodita,Parodeita|Mnema,Mneme|Charin|Stele						No	No	12553|12554	Xenike, child of, partner of, grandchild of|Paramonos, child of Xenike, partner of, grandchild of							
12543	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	144	80144		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9591751 40.967067)	1 Certain		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental	Naiskos		Shield, spear...	No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		13	12353|1846	Tameion|Polis	1919|4879|1933|3441|1921|1930	Chaire|Etheke|Stele|Mneias|Charin|Parodita,Parodeita		1877	Hermes				No	Yes	12556|12557	Hedys, child of Hedys, partner of, Neikomedoi, grandchild of|Serapion, child of Hedys, partner of, grandchild of					
12545	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	146	80146		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9591751 40.967067)	2 Vicinity		No	N/A	No	Stone			Stele	9 Undeterminable	4 N/A					No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		18		1919|1930	Chaire|Parodita,Parodeita						No	Yes	12558	Sofrosyne, child of, partner of Unknown, grandchild of							
12546	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	147	80147		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9591751 40.967067)	2 Vicinity		No	N/A	No	Stone			Stele	9 Undeterminable	4 N/A					No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		10	7876|1846	Kleronomos|Polis	1924|1919|1930	Kateskeuasen|Chaire|Parodita,Parodeita						No	Yes	12560|12561	Zotikos, child of Soulpikios, partner of Firmeine, grandchild of|Firmeine, child of, partner of Zotikos, grandchild of						
12852	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	223	80223		11896	Marmara Ereğlisi - Perinthos (Herakleia) - Perinthos (Herakleia)	p POINT(27.9604626 40.9673263)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	7 Drawing	4 N/A					Yes	1	200	Roman	1|2		No	Verse		Irregular	Private		Funerary		7		1919|3441|1921	Chaire|Mneias|Charin						No	No	12928|12930	Maron, child of, partner of, grandchild of|Dafnos, child of, partner of, grandchild of							
13045	1792	Ctibor, Jan	Yes	Perinthos-Herakleia	305	80305		13043	Gümüsyaka (Eski Eregli) - - Perinthos-Herakleia	p POINT(28.0450058 41.0469936)	2 Vicinity		No	N/A	No	Stone			N/A	9 Undeterminable	4 N/A					No	1	200	Roman	1|2		No	Prose		Irregular	Private		Funerary		4	1846|12367	Polis|Fiskos	1919|1930	Chaire|Parodita,Parodeita						No	No	13058	Ioulia, Kleopatra, child of, partner of, grandchild of						
14787	2	Janouchova, Petra	Yes	IK Byzantion	268	95268		14479	Bakirköy - - Byzantion	p POINT(28.8241067 40.9655364)	2 Vicinity		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	2 Figural				No	1	199	Roman	1|2	Doric	No	Prose		Irregular	Private		Funerary		7		1932|1927|1921|1919|1930	Sema|Mnema,Mneme|Charin|Chaire|Parodita,Parodeita						No	No	15277|15279	Zotichos, child of Milon, partner of, grandchild of|Milon, child of, partner of Eia, grandchild of							
14889	2	Janouchova, Petra	Yes	IK Byzantion	368	95368		14192	Istanbul - Byzantion - Byzantion	p POINT(28.9669991 41.0074958)	4 Uncertain		No	N/A	No	Stone	Marble		Stele	9 Undeterminable	1 Relief	1 Architectural / Ornamental|2 Figural	Naiskos			No	1	99	Roman	1		No	Prose		Irregular	Private		Funerary		1		1919	Chaire						No	No	15494	Lysandra, child of Doles, partner of, grandchild of							
2409	2	Janouchova, Petra	Yes	I Aeg Thrace	67	10067		3767	Abdera - Abdera - Abdera	p POINT(24.9714088 40.9352054)	1 Certain		No	N/A	No	Stone	Marble		Architectural feature	1 Intact	1 Relief	1 Architectural / Ornamental	Floral motive		sarcophagus	Yes	100	199	Roman	2		No	Prose		Irregular	Private		Funerary		5	2663|1856|1846	Bouleutes|Tamias|Polis	1927|1919|1930	Mnema,Mneme|Chaire|Parodita,Parodeita				2297	Abderites		No	Yes	3934	Aga[th]emeris, child of, partner of, grandchild of					
