Record ID,Creator of the record,Checked,Corpus name,Corpus ID number,Corpus ID numeric,SEG number,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief decoration,Architectural relief,Figural relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords,Formulaic keywords,Honorific keywords,Religious keywords,Epithet >,Collective group names,Geographic names,Imperial titulature,Currency,Person >,Visual documentation
2911,2,Yes,I Aeg Thrace,330,10330,,3789,p POINT(25.5106831 40.8791267),1 Certain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Floral motive,,,Yes,200,299,Roman,3,,No,Prose,,Irregular,Private,,Funerary,gladiator,8,,1921|1927,,,,,,No,No,4607,
2937,2,Yes,I Aeg Thrace,331,10331,,3789,p POINT(25.5099964 40.8762712),1 Certain,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,No,-199,-1,Not Roman,-2|-1,,No,Prose,,Irregular,Uncertain,,,,1,,,,,,,,No,No,4610,
2938,2,Yes,I Aeg Thrace,332,10332,,3789,p POINT(25.5125713 40.8802299),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-99,-1,Not Roman,-1,,No,Prose,,Irregular,Uncertain,,,,2,,,,,,,,No,No,,
2939,2,Yes,I Aeg Thrace,333,10333,,3789,p POINT(25.5097389 40.8738699),3 Region,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-338,-30,Not Roman,-4|-3|-2|-1,,No,Prose,,Irregular,Uncertain,,,,1,,,,,,,,No,No,,
2940,2,Yes,I Aeg Thrace,334,10334,,3789,p POINT(25.5104256 40.8742593),1 Certain,,No,Habitation,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,1,99,Roman,1,,No,Prose,,Irregular,Uncertain,,,,1,,,,,,,,No,No,,
2941,2,Yes,I Aeg Thrace,335,10335,,3789,p POINT(25.5115414 40.8762063),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,1,99,Roman,1,,No,Prose,,Irregular,Private,,,,1,,,,,,,,No,No,4611,
2942,2,Yes,I Aeg Thrace,336,10336,,3789,p POINT(25.5105972 40.8758169),3 Region,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Naiskos|Crown,Group of people|Funerary portrait,standing women,Yes,-27,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,,
2943,2,Yes,I Aeg Thrace,337,10337,,3789,p POINT(25.5179787 40.9049502),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,1,99,Roman,1,,Yes,Prose,,Irregular,Private,,Funerary,maybe identical text?,9,,,,,,,,No,No,4613|4615,
2944,2,Yes,I Aeg Thrace,338,10338,,3789,p POINT(25.5106831 40.8738699),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-99,-1,Roman,-1,,Yes,Prose,,Irregular,Uncertain,,,,4,,,,,,,,No,No,4618,
2945,2,Yes,I Aeg Thrace,339,10339,,3789,p POINT(25.5128288 40.8800352),1 Certain,,No,Religious/Ritual,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Column,,doric column,Yes,1,99,Roman,1,,Yes,Prose,,Irregular,Private,,,,1,,,,,,,,No,No,4622,
2946,2,Yes,I Aeg Thrace,340,10340,,3789,p POINT(25.5123138 40.8801001),2 Vicinity,,No,N/A,No,Stone,Marble,"Marmaritsa, Maroneia",Architectural feature,4 Almost destroyed,4 N/A,,,,sarcophagus,Yes,1,99,Roman,1,,Yes,Prose,,Irregular,Uncertain,,,,5,,,,,,,,No,No,,
2947,2,Yes,I Aeg Thrace,341,10341,,3789,p POINT(25.511198 40.8777639),3 Region,,No,N/A,No,Stone,Marble,"Marmaritsa, Maroneia",Stele,4 Almost destroyed,4 N/A,,,,,Yes,1,99,Roman,1,,Yes,Prose,,Irregular,Uncertain,,,,2,,,,,,,,No,No,,
2948,2,Yes,I Aeg Thrace,342,10342,,3789,p POINT(25.513258 40.8762712),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,1,199,Roman,1|2,,Yes,Prose,,Irregular,Uncertain,,,,1,,,,,,,,No,No,,
2949,2,Yes,I Aeg Thrace,343,10343,,3789,p POINT(25.5106831 40.8754924),1 Certain,,No,N/A,No,Stone,Marble,,Stele,5 Squeeze,4 N/A,,,,,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Public,Other > notes,,horos,4,1835,,,,,,,No,No,4624,
2950,2,Yes,I Aeg Thrace,344,10344,,3789,p POINT(25.5068207 40.8803597),1 Certain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,5,,,,,,,,No,No,4626,
2951,2,Yes,I Aeg Thrace,345,10345,,3789,p POINT(25.5111122 40.8742593),1 Certain,,No,Religious/Ritual,No,Stone,Marble,,Architectural feature,4 Almost destroyed,4 N/A,,,,sarcophagus,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,1,,,,,,,,No,No,4627,
2952,2,Yes,I Aeg Thrace,346,10346,,3789,p POINT(25.5166054 40.9048853),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,4629|4630,
2954,2,Yes,I Aeg Thrace,347,10347,,3789,p POINT(25.5113697 40.8780883),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,400,599,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,4631,
2955,2,Yes,I Aeg Thrace,348|234,10348,SEG 46.854,3789,p POINT(25.5108547 40.8747785),3 Region,"reused hellenistic inscription I Aeg 234; Stele found at Paliochora. Mentioned by D.Triantaphyllos, AD 46 Β (1991) [1996] 343 (text in majuscules):",Yes,Secondary,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Naiskos|Other > notes,,cross,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,4632,
2956,2,Yes,I Aeg Thrace,349,10349,,3789,p POINT(25.5121422 40.8771798),1 Certain,reused older inscription,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,400,599,Roman,5|6,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,4633,
2957,2,Yes,I Aeg Thrace,350,10350,,3789,p POINT(25.5107689 40.8776341),3 Region,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,4634,
3020,2,Yes,I Aeg Thrace,351,10351,,3789,p POINT(25.5119705 40.8909367),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,400,499,Roman,5,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,4635,
3022,2,Yes,I Aeg Thrace,352,10352,,3789,p POINT(25.5111122 40.8727666),1 Certain,,No,Funerary,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,400,499,Roman,5,,No,Prose,,Irregular,Private,,Funerary,,4,,,,,,,,No,No,4637,
3024,2,Yes,I Aeg Thrace,353,10353,,3789,p POINT(25.511198 40.8728315),1 Certain,,No,Funerary,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,400,499,Roman,5,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,4639,
3027,2,Yes,I Aeg Thrace,354,10354,47: 1073,3789,p POINT(25.5106831 40.873156),1 Certain,"D.Triantaphyllos, AD 48 B2 (1993) [1998] 405 (text in majuscules; no word division): † θέσις θαλασίου, υἱοῦ Ἡσακίου, ‖ ἰατροῦ",No,Funerary,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,5,1837,,,,,,,No,No,4641,
3029,2,Yes,I Aeg Thrace,355,10355,,3789,p POINT(25.5106831 40.8740646),1 Certain,,No,Funerary,No,Stone,,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,3,,,,,,,,No,No,4642,
3030,2,Yes,I Aeg Thrace,356,10356,,3789,p POINT(25.5116678 40.8756345),3 Region,,Yes,Secondary,No,Stone,Other >,,N/A,9 Undeterminable,4 N/A,,,,,No,400,599,Roman,5|6,,No,Prose,,Irregular,Private,,Funerary,,5,,,,,,,,No,No,4643,
3031,2,Yes,I Aeg Thrace,357,10357,49:892,3789,p POINT(25.5106831 40.8739348),3 Region,"Five epitaphs found reused in a Byzantine church at Paliochora near Maroneia. Ed.pr. S.Doukata-Demertzi, ΑΕΜΘ 11 (1997) [1999] 650-654 (nos. 1/2 and 4-6) and ΑΕΜΘ 13 (1999) [2001] 17 (no. 3); cf. ead., AD 51 Bl (1996) [2001] 588/589 (ph.).",Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,10,,,,,,,,No,No,4644|4646|4647|4649|4651,
3032,2,Yes,I Aeg Thrace,358,10358,,3789,p POINT(25.5098248 40.8739997),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Other > notes,,"christian funeral monument, line simulating naiskos",Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,,
3033,2,Yes,I Aeg Thrace,359,10359,,3789,p POINT(25.5110264 40.8750381),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,300,499,Roman,4|5,,No,Undistinguishable,,Irregular,Private,,Funerary,,4,,,,,,,,No,No,,
3034,2,Yes,I Aeg Thrace,360,10360,,3789,p POINT(25.5105972 40.875752),3 Region,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,400,499,Roman,5,,No,Undistinguishable,,Irregular,Private,,Funerary,,5,,,,,,,,No,No,,
3035,2,Yes,I Aeg Thrace,361,10361,,3789,p POINT(25.5095673 40.8736103),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,300,499,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,,
3036,2,Yes,I Aeg Thrace,362,10362,,3789,p POINT(25.5109406 40.8758818),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,400,599,Roman,5|6,,No,Undistinguishable,,Irregular,Uncertain,,,,2,,,,,,,,No,No,,
3037,2,Yes,I Aeg Thrace,362a,10362.2,,3789,p POINT(25.5094814 40.8738699),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-338,-200,Not Roman,-4|-3,,No,Undistinguishable,,Irregular,Uncertain,,,,5,,,,,,,,No,No,,
3038,2,Yes,I Aeg Thrace,363,10363,,3789,p POINT(25.5086231 40.8793214),1 Certain,,No,N/A,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Base,,,Yes,-299,-100,Not Roman,-3|-2,,No,Prose,,Irregular,Private,,Dedicatory,Hermes - written later,3,,,,1877,,,,No,No,4652,
3039,2,Yes,I Aeg Thrace,364,10364,,3789,p POINT(25.5107689 40.8758169),1 Certain,,No,N/A,No,Stone,Marble,,Architectural feature,4 Almost destroyed,4 N/A,,,,"sun-clock, horologium",Yes,-338,-30,Not Roman,-4|-3|-2|-1,,No,Undistinguishable,,Irregular,Uncertain,,,,1,,,,,,,,No,No,,
3040,2,Yes,I Aeg Thrace,365,10365,,3789,p POINT(25.5105114 40.8742593),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-199,-100,Not Roman,-2,,No,Undistinguishable,,Irregular,Uncertain,,,,5,,,,,,,,No,No,4653|4655|4657,
3042,2,Yes,I Aeg Thrace,366,10366,,3789,p POINT(25.5172062 40.904042),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,7 Drawing,4 N/A,,,,,Yes,-338,-30,Not Roman,-4|-3|-2|-1,,No,Undistinguishable,,Irregular,Uncertain,,,,2,,,,,,,,No,No,4659,
3043,2,Yes,I Aeg Thrace,367,10367,,3789,p POINT(25.5103397 40.8773745),4 Uncertain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-338,-30,Not Roman,-4|-3|-2|-1,,No,Undistinguishable,,Irregular,Private,,,,5,,,,,,,,No,No,,
3044,2,Yes,I Aeg Thrace,368,10368,,3789,p POINT(25.5118847 40.8760765),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-99,99,Roman,-1|1,,No,Undistinguishable,,Irregular,Uncertain,,,,3,,,,,,,,No,No,4662,
3045,2,Yes,I Aeg Thrace,369,10369,,3789,p POINT(25.5109406 40.8764659),1 Certain,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,-99,99,Roman,-1|1,,No,Undistinguishable,,Irregular,Uncertain,,,,1,,,,,,,,No,No,,
3046,2,Yes,I Aeg Thrace,370,10370,,3789,p POINT(25.5170345 40.9042366),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,4 Almost destroyed,4 N/A,,Base,,base?,Yes,80,120,Roman,1|2,,No,Prose,,Irregular,Uncertain,,,,3,,,,,,,,No,No,4663|4665|4667,
3056,2,Yes,I Aeg Thrace,371,10371,,3789,p POINT(25.5110264 40.8784128),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Base,,,Yes,1,199,Roman,1|2,,No,Undistinguishable,,Irregular,Uncertain,,,,2,,,,,,,,No,No,,
3057,2,Yes,I Aeg Thrace,372,10372,,3789,p POINT(25.5116272 40.8776341),1 Certain,,No,N/A,No,Stone,Marble,,Architectural feature,4 Almost destroyed,4 N/A,,,,sarcophagus?,Yes,100,199,Roman,2,,No,Undistinguishable,,Irregular,Uncertain,,,,4,,,,,,,,No,No,,
3058,2,Yes,I Aeg Thrace,373,10373,,3789,p POINT(25.5169487 40.9041718),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,200,399,Roman,3|4,,No,Undistinguishable,,Irregular,Uncertain,,,,5,,,,,,,,No,No,,
3059,2,Yes,I Aeg Thrace,374,10374,,3789,p POINT(25.5126572 40.8773096),1 Certain,,No,N/A,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Base|Architectural moulding,,,Yes,-27,284,Roman,-1|1|2|3,,No,Prose,,Irregular,Private,,,,4,,1934,,2693,,,,No,No,4669,
3061,2,Yes,I Aeg Thrace,375,10375,,3789,p POINT(25.5108547 40.8752328),3 Region,Roman buildings,Yes,Secondary,No,Stone,Marble,,Stele,8 Lost,4 N/A,,,,,No,,,,,,No,Undistinguishable,,Irregular,Uncertain,,,,3,,,,,,,,No,No,,
3062,2,Yes,I Aeg Thrace,376,10376,,3789,p POINT(25.5108547 40.8752328),1 Certain,,No,Religious/Ritual,No,Stone,Marble,Maroneia,Stele,3 Heavily damaged,4 N/A,,,,,Yes,,,,,,No,Prose,,Irregular,Uncertain,,,,3,,,,,,,,No,No,,
3063,2,Yes,I Aeg Thrace,377,10377,,3789,p POINT(25.5140305 40.8791267),1 Certain,,No,N/A,No,Stone,Other >,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-399,-300,Not Roman,-4,,No,Undistinguishable,,Stoichedon,Uncertain,,,,9,,,,,,,,No,No,,
3064,2,Yes,I Aeg Thrace,378,10378,,3789,p POINT(25.5140305 40.8791267),1 Certain,,No,N/A,No,Stone,Limestone,limestone,Stele,3 Heavily damaged,4 N/A,,,,"second inscription from the other side, 377",Yes,,,,,,No,Prose,,Irregular,Uncertain,,,,6,,,,,,,,No,No,,
3065,2,Yes,I Aeg Thrace,379,10379,,3794,p POINT(25.3625393 40.9427589),3 Region,,Yes,Secondary,No,Stone,Marble,,N/A,9 Undeterminable,4 N/A,,,,,No,200,299,Roman,3,,No,Undistinguishable,,Irregular,Public,,Funerary,,4,1821,,,,,,,No,No,4670|4671|4673|4674,
3068,2,Yes,I Aeg Thrace,380,10380,,3795,p POINT(25.42236 40.97212),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Base,,,Yes,,,Not Roman,,,No,Prose,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,4675,
3069,2,Yes,I Aeg Thrace,381,10381,49:1000,3795,p POINT(25.4214084 40.9683956),1 Certain,"Ed.pr. D.Triantaphyllos, AD 50 B1 (1995) [2000] 668 (ph.)",No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,-360,-340,Not Roman,-4,,No,Prose,,Irregular,Private,,Funerary,,4,,,,,,,,No,No,4676|4677,
3070,2,Yes,I Aeg Thrace,382,10382,,3796,p POINT(25.5613232 40.9231115),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Column,,,Yes,293,305,Roman,3|4,,No,Prose,,Irregular,Public,Other > notes,,horos milestone,14,1835,,,,,3071,,Yes,No,4679|4681|4683,
3075,2,Yes,I Aeg Thrace,383,10383,,3796,p POINT(25.5601215 40.9225278),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,1 Intact,1 Relief,1 Architectural / Ornamental,Column,,,Yes,293,305,Roman,3|4,,No,Prose,,Irregular,Public,Other > notes,,horos milestone,9,1835,,,,,,,Yes,No,4684|4685|4686,
3077,2,Yes,I Aeg Thrace,384,10384,,3797,p POINT(24.6558199 40.9077565),3 Region,,No,N/A,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Column,,,Yes,280,299,Roman,3,,No,Prose,,Irregular,Private,,Dedicatory,,8,,1922,,1901,4043|4039,,,No,No,4687,
3078,2,Yes,I Aeg Thrace,385,10385,,3798,p POINT(25.2105761 41.0972704),1 Certain,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,2 Figural,,Horse   rider,"going to the left, with standing person on the right",Yes,-99,99,Roman,-1|1,,No,Prose,,Irregular,Private,,Funerary,,1,,,,1878,,,,No,No,4688,
3079,2,Yes,I Aeg Thrace,386,10386,,3799,p POINT(25.3433281 41.1564004),2 Vicinity,Roman bath,No,Habitation,No,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural|1 Architectural / Ornamental,Naiskos,Funerary portrait|Sitting woman,,Yes,200,299,Roman,3,,No,Prose,,Irregular,Private,,Funerary,,3,,1921|3441,,,,,,No,No,4689|4690,
3080,2,Yes,I Aeg Thrace,387,10387,,3800,p POINT(25.3914663 41.172452),2 Vicinity,"hill Asartzik, between Dymi and Symbolon, Hellenistic-Roman site?, funerary pithos from Roman period, Hellenistic kantharos of local production, coins from Maroneia, Roman and Late roman coins, handmade pottery and coins in the nearby cave, Iron Age",No,Habitation,No,Stone,Marble,,Stele,1 Intact,1 Relief,2 Figural,,Funerary scene/Symposion,,Yes,1,99,Roman,1,,No,Prose,,Irregular,Private,,Funerary,,3,1854,,,,,,,No,No,4691|4692|4693|4694,
3083,2,Yes,I Aeg Thrace,388,10388,,3801,p POINT(25.3592824 41.0931259),2 Vicinity,,No,Funerary,No,Stone,Marble,,Architectural feature,2 Slightly damaged,4 N/A,,Base,,,Yes,-499,-475,Not Roman,-5,,No,Prose,,Irregular,Private,,Funerary,,4,,1927|1934,,,,,,No,No,4695|4696,
3084,2,Yes,I Aeg Thrace,389,10389,,3802,p POINT(25.325278 41.128611),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,200,299,Roman,3,,No,Prose,,Irregular,Private,,Dedicatory,,7,,1917,,1901,4044,,,No,No,4697,
3086,2,Yes,I Aeg Thrace,390,10390,,3803,p POINT(25.3257179 41.1287627),3 Region,,Yes,Secondary,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,Yes,500,599,Roman,6,,No,Prose,,Irregular,Uncertain,,,,3,,,,,,,,No,No,,
3138,2,Yes,I Aeg Thrace,391,10391,,3803,p POINT(25.3244305 41.1277283),3 Region,,Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,cut into cross,Yes,500,599,Roman,6,,No,Prose,,Irregular,Private,,Funerary,,8,1846,,,,,3139,,No,No,4698,
3140,2,Yes,I Aeg Thrace,392,10392,,3804,p POINT(25.3345483 41.0816802),3 Region,Neolithic to Chalcolithic settlement,Yes,Secondary,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Other > notes,,cross,No,400,599,Roman,5|6,,No,Prose,,Irregular,Private,,Other > notes,"inauguration of chapel, dedication of a chapel",3,,,,,,,,No,No,4700,
3142,2,Yes,I Aeg Thrace,393,10393,,3805,p POINT(25.2283859 41.1293123),1 Certain,"Hellenistic settlement - Byzantine, cemeteries, ",No,Religious/Ritual,No,Stone,Other >,granite,Sculpture,3 Heavily damaged,1 Relief,2 Figural,Altar,,"fallos, bomos",Yes,299,200,Roman,3,,No,Prose,,Irregular,Private,,Dedicatory,,2,,,,1896|1868,,,,No,No,,
3143,2,Yes,I Aeg Thrace,394,10394,,3806,p POINT(25.2761936 41.1352275),2 Vicinity,"Neolithic-Chalcolithic settlement, found in Byzantine grave",No,Funerary,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,2 Figural,Naiskos,Horse   rider|Sitting woman,,Yes,200,299,Roman,3,,No,Prose,,Irregular,Private,,Funerary,,5,,1927|1934,,,,,,No,No,4701|4702,
3144,2,Yes,I Aeg Thrace,395,10395,,3807,p POINT(25.6334209 41.0129363),2 Vicinity,,No,N/A,No,Stone,Other >,,Architectural feature,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Column,,milestone,Yes,235,238,Roman,3,,No,Prose,,Irregular,Public,Other > notes,Dedicatory,,6,1846,,,,,3145,,Yes,No,4704|4705,
3148,2,Yes,I Aeg Thrace,396,10396,,3808,p POINT(25.5611 40.98017),2 Vicinity,"Kokkinochomata, building from roman times, nearby also prehistoric settlement",No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,1 Relief,1 Architectural / Ornamental,Floral motive,,,Yes,200,299,Roman,3,,No,Prose,,Irregular,Private,,Dedicatory,dedication of a building,15,2663,1928,,,,2589,,No,No,4706|4708|4709|4710,
3150,2,Yes,I Aeg Thrace,397,10397,,3809,p POINT(25.57119 41.02913),3 Region,,No,N/A,No,Stone,Marble,Thasos,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Other > notes,,"sun clock?, sun",Yes,-399,-300,Not Roman,-4,,No,Prose,,Irregular,Private,,Funerary,"two inscriptions, reused",4,,,,,,,,No,No,,
3151,2,Yes,I Aeg Thrace,398,10398,,3810,p POINT(25.720067 41.1316073),2 Vicinity,,No,N/A,No,Stone,Other >,,Stele,4 Almost destroyed,4 N/A,,,,,Yes,293,305,Roman,3|4,,No,Prose,,Irregular,Public,,Dedicatory|Other > notes,horos,8,1835,,,,,,3152,Yes,No,4684|4685|4686,
3153,2,Yes,I Aeg Thrace,399,10399,,3811,p POINT(25.6321335 41.1217155),2 Vicinity,Roman settlement,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,100,299,Roman,2|3,,No,Prose,,Irregular,Private,,Dedicatory,,5,2663,,,1860,4045,,,No,No,,
3154,2,Yes,I Aeg Thrace,400,10400,,3812,p POINT(25.7384849 40.8498715),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-320,-280,Not Roman,-4|-3,,No,Prose,,Irregular,Public,Honorary decrees,,,20,1806|1846,1903|1931,1988|2000|1983|1982|1978,,,3155,,No,No,4711,
3192,2,Yes,I Aeg Thrace,401,10401,48:904,3813,p POINT(25.6827521 40.8636634),1 Certain,"P.Tsatsopoulou, ΑΕΜΘ 9 (1995) [1998] 443,",No,Habitation,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Base,,,Yes,-425,-400,Not Roman,-5,,No,Prose,,Irregular,Private,,Dedicatory,,3,3193,,,1858,,,,No,No,4713,
3194,2,Yes,I Aeg Thrace,402,10402,49:894,3813,p POINT(25.6815934 40.8636148),1 Certain,"sanctuary of Demeter; Marble base found in a sanctuary of Demeter. A.K.Vavritsas, PAAH (1973) 79/80 (ph.). Mentioned by S.Pingiatoglou, art.cit. (cf. SEG 49 666) 912, in a collection of evidence for the cult of Demeter in Macedonia and Thrace: Ἀρχήνασσα Κεφάλου Δήμητρι",No,Religious/Ritual,No,Stone,Marble,,Architectural feature,1 Intact,1 Relief,1 Architectural / Ornamental,Base,,,Yes,-350,-300,Not Roman,-4,,No,Prose,,Irregular,Private,,Dedicatory,,2,,,,1869,,,,No,No,4714,
3195,2,Yes,I Aeg Thrace,403,10403,,3813,p POINT(25.6819367 40.8638095),3 Region,in the wall,Yes,Secondary,No,Stone,Marble,,Architectural feature,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Base,,,Yes,-425,-400,Not Roman,-5,,No,Undistinguishable,,Irregular,Private,,Dedicatory,,3,4719,,,,,,,No,No,4716|4718,
3196,2,Yes,I Aeg Thrace,404,10404,,3813,p POINT(25.6826234 40.8634849),3 Region,,Yes,Secondary,No,Stone,Other >,poros,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-460,-440,Not Roman,-5,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,4720,
3198,2,Yes,I Aeg Thrace,405,10405,,3813,p POINT(25.681808 40.8637283),3 Region,,Yes,Secondary,No,Stone,Other >,poros,Stele,3 Heavily damaged,4 N/A,,,,,Yes,-460,-440,Not Roman,-5,,No,Undistinguishable,,Irregular,Private,,Funerary,,2,,,,,,,,No,No,4721,
