Record ID,Creator of the record ID ,Creator of the record,Checked,Corpus name,Corpus ID number,Corpus ID numeric,SEG number,Location > ID ,Location >,Geolocation,Position certainty,Geography notes,Reuse,Archaeological context,Mound,Material category,Stone,Origin of stone,Object category,Preservation,Decoration,Relief decoration,Architectural relief,Figural relief,Decoration notes,Visual record availability,Start Year,End Year,Relative Date,Century,Dialect,Latin,Language form,Script,Layout,Document typology,Public documents,Private documents,Document typology notes,Extent of lines,Administrative keywords ID ,Administrative keywords,Formulaic keywords ID ,Formulaic keywords,Honorific keywords ID ,Honorific keywords,Religious keywords ID ,Religious keywords,Epithet > ID ,Epithet >,Collective group names ID ,Collective group names,Geographic names ID ,Geographic names,Imperial titulature,Currency,Person > ID ,Person >,Visual documentation
12474,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,125,80125,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9596043 40.9672614),2 Vicinity,,No,N/A,No,Stone,,,Architectural feature,9 Undeterminable,4 N/A,,,,Probably a funereal altar,No,212,499,Roman,3|4|5,,No,Prose,Roman style,Irregular,Private,,Funerary,,12,12353|1846,Tameion|Polis,1924|1919|1930,"Kateskeuasen|Chaire|Parodita,Parodeita",,1868,bomos,,,,No,Yes,12486|12488,"Aurelia, Asklepiodote, child of, partner of Aurelios, grandchild of|Aurelios, Epitynchanos, child of, partner of Aurelia, grandchild of",,,,,
12495,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,129,80129,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9588318 40.9675855),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,100,200,Roman,2,,No,Prose,,Irregular,Private,,Funerary,,2,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,No,12500,"Loukios, Agidios, Rhoufos (Roufos), child of, partner of, grandchild of",,,,,,,
12496,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,130,80130,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9588318 40.9675855),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,4 N/A,,,,,Yes,212,499,Roman,3|4|5,,No,Prose,Roman style,Irregular,Private,,Funerary,,10,1827|1846|7876,Fyle|Polis|Kleronomos,1924|1919|1930,"Kateskeuasen|Chaire|Parodita,Parodeita",,,,,,No,Yes,12502|12505,"Aurelios, Eraseinos, child of Eraseinos, partner of Klaudia, Perinthioi, grandchild of|Klaudia, Tiberia, Sostrata, child of Sostratos, partner of Eraseinos, grandchild of",,,,,,
12497,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,131,80131,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9588318 40.9675855),2 Vicinity,,No,N/A,No,Stone,Marble,,Architectural feature,9 Undeterminable,4 N/A,,,,column,Yes,212,499,Roman,3|4|5,,No,Prose,Roman style,Irregular,Private,,Funerary,,13,1846,Polis,1924|1919|1930,"Kateskeuasen|Chaire|Parodita,Parodeita",,,,,,No,Yes,12507|12509,"Aurelios, Eutyches, child of Synforos, partner of Aurelia, Perinthioi, grandchild of|Aurelia, Zosime, child of, partner of Eutyches, grandchild of",,,,,,
12513,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,132,80132,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9598618 40.9672614),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental|2 Figural,Naiskos,Standing person,Scene from a butcher's shop,Yes,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,9,,1924|1933|1920|1919|1930,"Kateskeuasen|Stele|Chairete|Chaire|Parodita,Parodeita",,,,,,No,No,12514|12515,"Alexandros, child of Diotimos, partner of Athenais, grandchild of|Athenais, child of, partner of Alexandros, grandchild of",,,,,,,
12535,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,136,80136,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9591751 40.967067),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,,No,1,200,Roman,1|2,,No,Prose,Roman style,Irregular,Private,,Funerary,,12,12353,Tameion,1933|1927|1921|1919|1930,"Stele|Mnema,Mneme|Charin|Chaire|Parodita,Parodeita",,,,,,No,Yes,12523|12526|12527,"Bassia, Ploteina, child of, partner of Lousios, grandchild of|Lousios, Melikertes, child of, partner of Bassia, grandchild of|Bassia, Fausteina, child of Bassia, partner of, grandchild of",,,,,,
12537,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,138,80138,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9591751 40.967067),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Naiskos,,,No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,9,1846,Polis,1924|1919|1930,"Kateskeuasen|Chaire|Parodita,Parodeita",,,,,,No,Yes,12547|12549,"Klaudios, Agrippas, child of, partner of, grandchild of|Klaudia, Sebera, child of Klaudios, partner of, grandchild of",,,,,,
12541,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,142,80142,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9591751 40.967067),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,8 Lost,1 Relief,1 Architectural / Ornamental,Naiskos|Other > notes,,"In the relief: shield, spear, arrow...",No,100,200,Roman,2,,No,Prose,,Irregular,Private,,Funerary,,8,,1919|1930,"Chaire|Parodita,Parodeita",,2697,Helios,,,,No,No,5026|12469,"Maximos, child of, partner of, grandchild of|Onesimos, child of, partner of, grandchild of",,,,,,
12542,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,143,80143,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9591751 40.967067),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental|2 Figural,Floral motive,Animal,Bird,Yes,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,8,,1920|1930|1927|1921|1933,"Chairete|Parodita,Parodeita|Mnema,Mneme|Charin|Stele",,,,,,No,No,12553|12554,"Xenike, child of, partner of, grandchild of|Paramonos, child of Xenike, partner of, grandchild of",,,,,,,
12543,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,144,80144,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9591751 40.967067),1 Certain,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Naiskos,,"Shield, spear...",No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,13,12353|1846,Tameion|Polis,1919|4879|1933|3441|1921|1930,"Chaire|Etheke|Stele|Mneias|Charin|Parodita,Parodeita",,1877,Hermes,,,,No,Yes,12556|12557,"Hedys, child of Hedys, partner of, Neikomedoi, grandchild of|Serapion, child of Hedys, partner of, grandchild of",,,,,
12545,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,146,80146,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9591751 40.967067),2 Vicinity,,No,N/A,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,,No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,18,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,Yes,12558,"Sofrosyne, child of, partner of Unknown, grandchild of",,,,,,,
12546,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,147,80147,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9591751 40.967067),2 Vicinity,,No,N/A,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,,No,1,200,Roman,1|2,,No,Prose,,Irregular,Private,,Funerary,,10,7876|1846,Kleronomos|Polis,1924|1919|1930,"Kateskeuasen|Chaire|Parodita,Parodeita",,,,,,No,Yes,12560|12561,"Zotikos, child of Soulpikios, partner of Firmeine, grandchild of|Firmeine, child of, partner of Zotikos, grandchild of",,,,,,
12570,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,156,80156,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9606342 40.9674559),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,212,499,Roman,3|4|5,,No,Prose,Roman style,Irregular,Private,,Funerary,,12,1827|1846,Fyle|Polis,4879|1933|1919|1930,"Etheke|Stele|Chaire|Parodita,Parodeita",,,,,,No,Yes,12596|12598|12599,"Aurelios, Chrysogonos, child of, partner of Dionysios, Perinthioi, grandchild of|Aurelios, Dionysios, child of, partner of Chrysous, grandchild of|Aurelia, Chrysous, child of, partner of Dionysios, grandchild of",,,,,,
12572,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,158,80158,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9606342 40.9674559),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental|2 Figural,Naiskos,Funerary portrait,,No,212,499,Roman,3|4|5,,No,Prose,Roman style,Irregular,Private,,Funerary,,10,1846,Polis,1933|1919|1930,"Stele|Chaire|Parodita,Parodeita",,,,,,No,Yes,12604|12605,"Deknia, Koukia, Markiane, child of, partner of Hieron, grandchild of|Aurelios, Hieron, child of, partner of Deknia, grandchild of",,,,,,
12574,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,160,80160,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9606342 40.9674559),2 Vicinity,,No,N/A,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,,No,212,499,Roman,3|4|5,,No,Prose,,Irregular,Private,,Funerary,,10,,1920|1930,"Chairete|Parodita,Parodeita",,,,,,No,No,12614|12615,"Aurelios, Eioubeinos (Iovinus), child of, partner of Aurelia, grandchild of|Aurelios, child of, partner of Eioubeinos (Iovinus), grandchild of",,,,,,,
12693,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,163,80163,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9604197 40.9675531),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental|2 Figural,,Standing person,Standing man and woman,No,212,499,Roman,3|4|5,,No,Prose,,Irregular,Private,,Funerary,,7,2663|1846,Bouleutes|Polis,1924|1928|1919|1930,"Kateskeuasen|Mnemeion|Chaire|Parodita,Parodeita",,,,,,No,Yes,12694|12696,"Aurelios, Markos, child of, partner of Oualeria, Perinthioi, grandchild of|Oualeria, Antonias, child of, partner of Markos, grandchild of",,,,,,
12698,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,164,80164,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9599476 40.9675207),2 Vicinity,,No,N/A,No,Stone,,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Naiskos,,,No,212,499,Roman,3|4|5,,No,Prose,Roman style,Irregular,Private,,Funerary,,13,1827|1846,Fyle|Polis,1924|1928|1919|1930,"Kateskeuasen|Mnemeion|Chaire|Parodita,Parodeita",,,,,,No,Yes,12705|12706,"Aurelios, Menianos, child of Asklepiades, partner of Theodora, Perinthioi, grandchild of|Aurelia, Theodora, child of Sempronios, partner of Menianos, grandchild of",,,,,,
12699,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,165,80165,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9599476 40.9675207),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Naiskos,,In the gable: shield and spear,No,212,499,Roman,3|4|5,,No,Prose,,Irregular,Private,,Funerary,,12,2320|1827|1846|7876,Politai|Fyle|Polis|Kleronomos,1924|1930,"Kateskeuasen|Parodita,Parodeita",,,,,,No,Yes,12708|12709,"Aurelios, Neikeforos, child of Menestrate, partner of Chryseis, grandchild of|Aurelia, Chryseis, child of, partner of Neikeforos, grandchild of",,,,,,
12704,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,170,80170,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9600334 40.9675207),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Standing person,,No,212,499,Roman,3|4|5,,No,Prose,Roman style,Irregular,Private,,Funerary,,6,,4879|1933|1927|1921|1920|1930,"Etheke|Stele|Mnema,Mneme|Charin|Chairete|Parodita,Parodeita",,,,,,No,No,12723|12725,"Aurelios, Dometianos, child of, partner of, grandchild of|Kyntianos (Quintianus), child of, partner of, grandchild of",,,,,,,
12732,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,177,80177,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9598618 40.9673911),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,4 N/A,,,,Christogram,No,300,400,Roman,4,,No,Prose,Roman style,Irregular,Private,,Funerary,,16,7876,Kleronomos,1924|1920|1930,"Kateskeuasen|Chairete|Parodita,Parodeita",,,,,2135,Herakleia Pontica,No,Yes,12763|12764,"Aurelios, Afrodeisios, child of Eufrosoinos, partner of Dionysia, Hypepenos, grandchild of|Aurelia, Dionysia, child of, partner of Afrodeisios, grandchild of",,,,,
12733,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,178,80178,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9598618 40.9673911),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Geometric motive,,christogram,No,300,400,Roman,4,,No,Prose,,Irregular,Private,,Funerary,,12,7876,Kleronomos,1924|1920|1930,"Kateskeuasen|Chairete|Parodita,Parodeita",,,,,,No,Yes,12767|12768,"Aurelios, Domnos, child of Zotikos, partner of Asklepiodote, Herakleotes, grandchild of|Asklepiodote, child of, partner of Domnos, grandchild of",,,,,,
12735,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,180,80180,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9598618 40.9673911),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Naiskos,,Christogram,Yes,300,400,Roman,4,,No,Prose,Roman style,Irregular,Private,,Funerary,,17,2320|1827|1846,Politai|Fyle|Polis,1924|1930,"Kateskeuasen|Parodita,Parodeita",,,,,,No,Yes,12773|12774,"Aurelios, Markellos, child of Diogenes, partner of Artemidora, Herakleotes, grandchild of|Aurelia, Artemidora, child of, partner of Markellos, grandchild of",,,,,,
12736,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,181,80181,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9598618 40.9673911),2 Vicinity,,No,N/A,No,Stone,,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Naiskos,,christogram,No,300,500,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,12,12353,Tameion,1914|1920|1930,"Ektisen|Chairete|Parodita,Parodeita",,,,,,No,Yes,12781,"Aurelios, Septimios, Helis, child of, partner of, grandchild of",,,,,,
12738,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,183,80183,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9609776 40.9673911),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,1 Relief,1 Architectural / Ornamental,Naiskos|Floral motive,,christogram,Yes,300,500,Roman,4|5,,No,Prose,Roman style,Irregular,Private,,Funerary,Christogram,8,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,Yes,12794,"Mokianos, child of Probolios, partner of, grandchild of",,,,,,,
12817,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,194,80194,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9596901 40.9673263),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,3 Heavily damaged,4 N/A,,,,,Yes,200,300,Roman,3,,No,Prose,,Irregular,Private,,Funerary,,11,,4879|1933|1920|1930,"Etheke|Stele|Chairete|Parodita,Parodeita",,,,,,No,Yes,,,,,,,,,
12819,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,196,80196,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9596901 40.9673263),2 Vicinity,,No,N/A,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,,No,300,500,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,9,7876,Kleronomos,1920|1930,"Chairete|Parodita,Parodeita",,,,,,No,No,,,,,,,,
12820,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,197,80197,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9596901 40.9673263),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Naiskos,,,Yes,300,500,Roman,4|5,,No,Prose,Roman style,Irregular,Private,,Funerary,,13,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,Yes,12833|12834,"Agathokleis, child of, partner of, grandchild of|Hermokrates, child of, partner of, grandchild of",,,,,,,
12821,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,198,80198,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9596901 40.9673263),2 Vicinity,,No,N/A,No,Stone,,,Stele,9 Undeterminable,4 N/A,,,,,No,300,500,Roman,4|5,,No,Prose,,Irregular,Private,,Funerary,,6,12353,Tameion,1920|1930,"Chairete|Parodita,Parodeita",,,,,,No,Yes,,,,,,,,
12844,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,215,80215,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9585743 40.9821659),1 Certain,Found in the northern necropolis,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,1 Architectural / Ornamental|2 Figural,Naiskos,Funerary portrait,,No,1,200,Roman,1|2,,No,Verse,Roman style,Irregular,Private,,Funerary,,8,,1933|1930,"Stele|Parodita,Parodeita",,1877|1884,Hermes|Moirai,,,,No,No,,,,,,,,
12845,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,216,80216,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9597759 40.9672614),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Funerary portrait,,No,100,200,Roman,2,,No,Verse,,Irregular,Private,,Funerary,,6,,1930|1919,"Parodita,Parodeita|Chaire",,1884,Moirai,,,,No,No,12863,"Nerbeila (Nervilla), child of Dometiane, partner of, grandchild of",,,,,,
12846,1792,"Ctibor, Jan",Yes,Perinthos-Herakleia,217,80217,,11896,Marmara Ere?lisi - Perinthos (Herakleia) - Perinthos (Herakleia),POINT(27.9597759 40.9672614),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,9 Undeterminable,1 Relief,2 Figural,,Group of people,"Standing man, woman and girl",No,100,200,Roman,2,,No,Verse,,Irregular,Private,,Funerary,,6,,1933|1930,"Stele|Parodita,Parodeita",,,,,,No,No,12864|12865|12867,"Sekounda, child of Eudaimon, partner of, grandchild of|Sousa, child of Sousas, partner of, grandchild of|Soulos, child of, partner of, grandchild of",,,,,,,
3101,1793,"Kobierska, Marketa",Yes,IG Bulg 2,494,30494,,3852,Mezdra - Kaleto,POINT(23.71434 43.14621),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,,,,Yes,,,Roman,,,No,Prose,,Irregular,Private,,Dedicatory,,7,,1927|1930|1919,"Mnema,Mneme|Parodita,Parodeita|Chaire",,,,,,No,No,4385|4386,"Aur[elios], child of, partner of, grandchild of|Aureli[a], child of, partner of, grandchild of",,,,,,,
3414,2,"Janouchova, Petra",Yes,I Aeg Thrace,450,10450,,3819,Nea Chili,POINT(25.846917 40.8519185),2 Vicinity,,No,N/A,No,Stone,Other >,,Stele,4 Almost destroyed,1 Relief,1 Architectural / Ornamental,Other > notes,,"lines, frames",Yes,27,284,Roman,-1|1|2|3,,No,Undistinguishable,,Irregular,Private,,Funerary,,3,,1930|1919,"Parodita,Parodeita|Chaire",,,,,,No,No,4603,"Kartouza, child of, partner of, grandchild of",,,,,,,
6447,1792,"Ctibor, Jan",Yes,IG Bulg 1(2),343 bis,20343.2,,6172,Nesebar - Mesambria - Mesambria,POINT(27.7225399 42.6604741),2 Vicinity,,No,N/A,No,Stone,Marble,,Stele,2 Slightly damaged,4 N/A,,,,,Yes,,,,,,No,Prose,,Irregular,Private,,Funerary,,4,,1919|1930,"Chaire|Parodita,Parodeita",,,,,,No,No,6449,"Dionysios, child of Apellas, partner of, Herakleotes, grandchild of",,,,,,,
6460,1792|1793,"Ctibor, Jan|Kobierska, Marketa",Yes,IG Bulg 1(2),345|5119,20345,,6172,Nesebar - Mesambria - Mesambria,POINT(27.6494122 42.6448188),2 Vicinity,"Found in village Aheloj, but is attributed to Mesambria",No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,3 Other|2 Figural,,Sitting woman|Group of people,"4 anaglyphs: 1) Diana (Hecate) with dogs and eagles, 2) group of standing persons: Iulia Neikiou and servants, 3) Hecate (or the death Iuolia as Hekate) with torches, sitting in a wagon, that is ascending to the gods, 4) two dogs lacerating a hare ",Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,,7,,1930|1919,"Parodita,Parodeita|Chaire",,13356,Hecate,,,2071,Mesambria Pontica,No,No,6461,"Iulia, child of Neikias, partner of, grandchild of",,,,,
6508,1792,"Ctibor, Jan",Yes,IG Bulg 1(2),346,20346,,6172,Nesebar - Mesambria - Mesambria,POINT(27.7352428 42.6591486),2 Vicinity,Found in the ancient necropolis.,No,Funerary,Yes,Stone,,,Stele,3 Heavily damaged,4 N/A,,,,part of a sarcophagus,Yes,,,Roman,,,No,Verse,Roman style,Irregular,Private,,Funerary,,6,1846,Polis,1930|1919,"Parodita,Parodeita|Chaire",,1884,Moirai,,,,No,Yes,6509,"Flabios (Flaouios, Flavios), Felix, child of, partner of, grandchild of",,,,,
6496,1793,"Kobierska, Marketa",Yes,IG Bulg 2,687|5231,30687,,3870,Nikyup - Nikopolis ad Istrum - Nikopolis ad Istrum,POINT(25.5895185 43.2450152),2 Vicinity,,No,N/A,No,Stone,Limestone,,Architectural feature,1 Intact,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,,13,1846|1856,Polis|Tamias,1921|4879|1927|1920|1930,"Charin|Etheke|Mnema,Mneme|Chairete|Parodita,Parodeita",,6497,theoi katachthoneioi,,,,No,Yes,6499|6500|6502,"Aurelios, Sabastianos, child of, partner of, grandchild of|Aurelia, Sabine / Sabina, child of, partner of, grandchild of|Nenes, Aurelia, Sabine / Sabina, child of, partner of, grandchild of",,,,,
6503,1793,"Kobierska, Marketa",Yes,IG Bulg 2,688|5232,30688,,3870,Nikyup - Nikopolis ad Istrum - Nikopolis ad Istrum,POINT(25.5895185 43.2450152),1 Certain,"in the tumulus, E of the Nicopolis necropolis",No,Funerary,Yes,Stone,Limestone,,Architectural feature,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,,13,,1919|1930,"Chaire|Parodita,Parodeita",,6497,theoi katachthoneioi,,,,No,No,6504|6505|6507,"Kornelios, Ioulianos, Gaios, child of Neikomedes, partner of, grandchild of|Gaios, Kornelios, Pollio, child of, partner of Oualeria, grandchild of|Kornelia, child of, partner of, grandchild of",,,,,,
11891,1793,"Kobierska, Marketa",Yes,IG Bulg 5,5236,75236,,3870,Nikyup - Nikopolis ad Istrum - Nikopolis ad Istrum,POINT(25.5925012 43.2451715),2 Vicinity,,No,N/A,No,Stone,Limestone,,Architectural feature,9 Undeterminable,1 Relief,1 Architectural / Ornamental,Column,,,Yes,,,Roman,,,No,Verse,Roman style,Irregular,Private,,Funerary,,12,,1932|1930,"Sema|Parodita,Parodeita",,2732,Hades,,,,No,No,11893,"Niko[?]os, child of, partner of, grandchild of",,,,,,
9306,2,"Janouchova, Petra",Yes,IG Bulg 4,2006,62006,,9307,Pancharevo - - Serdica,POINT(23.4120369 42.5958073),1 Certain,Roman bath,No,Habitation,No,Stone,Marble,,Architectural feature,1 Intact,1 Relief,1 Architectural / Ornamental,Altar,,,Yes,,,Roman,,,No,Prose,Roman style,Irregular,Private,,Funerary,,7,,1927|1921|1919|1930,"Mnema,Mneme|Charin|Chaire|Parodita,Parodeita",,1878|9308,heros|Alfios,,,,No,No,9310,"Fortounatos, child of, partner of Arethouse, grandchild of",,,,,,
11796,1793,"Kobierska, Marketa",Yes,IG Bulg 5,5129|5782,75129,,11797,Panitsovo - - Mesambria,POINT(27.6620078 42.8533477),1 Certain,"Found in ruins of Old Christian basilica ""Gradishteto""",No,N/A,No,Stone,Marble,,Stele,1 Intact,1 Relief,1 Architectural / Ornamental,Architectural moulding,,,Yes,300,350,Roman,4,,No,Prose,Roman style,Irregular,Private,,Funerary,,33,,1903|1933|1927|1921|1920|1930,"Agathe tyche|Stele|Mnema,Mneme|Charin|Chairete|Parodita,Parodeita",,,,,11798,Markianopolis,No,No,11799|11801|11803|7649|11805,"Flabios (Flaouios, Flavios), Zenis, child of, partner of, grandchild of|Aurelia, Martima, child of, partner of, grandchild of|Nominas, child of, partner of, grandchild of|Markianos / Markeianos, child of, partner of, grandchild of|Baleria, child of, partner of, grandchild of",,,,,,
16501,2,"Janouchova, Petra",Yes,Other,SEG 52:708,100378,52:708,7544,Plovdiv - Philippopolis - Philippopolis,POINT(24.7510815 42.1496281),3 Region,"Syenite molded funerary altar [and not a base, as described by edd.pr., Chaniotis] found re-used in a Late Antique drain in 1984. Edd.pr. N.Sharankov, S.Cherneva-Tilkiyan, art.cit. ( SEG 52 705) 54/55 (ph.). L. Crispinus Epagathos was a freedman of Kappadokian origin, who acquired citizenship in Philippopolis (edd.pr.).",Yes,Secondary,No,Stone,Other >,Syenite,Architectural feature,9 Undeterminable,4 N/A,,Altar,,,No,150,200,Roman,2,,No,Prose,,Irregular,Private,,Funerary,"soldier (torneutes), multiple ethnicity",11,,1903|1921|1919|1930|3446,"Agathe tyche|Charin|Chaire|Parodita,Parodeita|Anestesen",,,,8961|16507,Philippopoleites|Kappadox,,No,No,16508,"Loukios, Kreispeinos, Epagathos, child of, partner of, Kappadox, grandchild of",,,,,,
